"","TS_DATE"
"2599","2019-03-18"
"2600","2019-06-07"
"2601","2019-06-04"
"2602","2019-10-26"
"2603","2019-11-30"
"2604","2019-07-15"
"2605","2019-05-23"
"2606","2019-07-29"
"2607","2019-12-04"
"2608","2019-06-20"
"2609","2019-11-21"
"2610","2019-03-12"
"2611","2019-01-17"
"2612","2019-07-22"
"2613","2019-07-30"
"2614","2019-07-18"
"2615","2019-06-07"
"2616","2019-03-03"
"2617","2019-01-08"
"2618","2019-02-06"
"2619","2019-10-27"
"2620","2019-08-20"
"2621","2019-12-26"
"2622","2019-12-30"
"2623","2019-06-12"
"2624","2019-01-13"
"2625","2019-02-25"
"2626","2019-12-22"
"2627","2019-07-14"
"2628","2019-01-15"
"2629","2019-10-16"
"2630","2019-03-10"
"2631","2019-03-25"
"2632","2019-10-27"
"2633","2019-04-11"
"2634","2019-01-05"
"2635","2019-11-13"
"2636","2019-01-14"
"2637","2019-09-17"
"2638","2019-06-17"
"2639","2019-09-20"
"2640","2019-05-19"
"2641","2019-07-29"
"2642","2019-10-08"
"2643","2019-05-18"
"2644","2019-09-14"
"2645","2019-06-17"
"2646","2019-11-20"
"2647","2019-03-09"
"2648","2019-06-26"
"2649","2019-03-21"
"2650","2019-01-15"
"2651","2019-03-09"
"2652","2019-02-13"
"2653","2019-11-09"
"2654","2019-10-30"
"2655","2019-07-07"
"2656","2019-04-05"
"2657","2019-08-04"
"2658","2019-01-05"
"2659","2019-03-10"
"2660","2019-07-06"
"2661","2019-05-31"
"2662","2019-03-18"
"2663","2019-04-15"
"2664","2019-05-07"
"2665","2019-01-12"
"2666","2019-03-16"
"2667","2019-08-07"
"2668","2019-02-14"
"2669","2019-01-07"
"2670","2019-02-20"
"2671","2019-11-07"
"2672","2019-07-24"
"2673","2019-04-26"
"2674","2019-07-19"
"2675","2019-03-14"
"2676","2019-04-19"
"2677","2019-05-12"
"2678","2019-07-04"
"2679","2019-11-21"
"2680","2019-06-01"
"2681","2019-09-06"
"2682","2019-03-06"
"2683","2019-03-01"
"2684","2019-07-04"
"2685","2019-10-03"
"2686","2019-11-17"
"2687","2019-11-24"
"2688","2019-04-10"
"2689","2019-05-27"
"2690","2019-11-05"
"2691","2019-10-06"
"2692","2019-05-10"
"2693","2019-04-25"
"2694","2019-03-20"
"2695","2019-08-01"
"2696","2019-09-20"
"2697","2019-01-02"
"2698","2019-11-15"
"2699","2019-02-03"
"2700","2019-07-07"
"2701","2019-07-30"
"2702","2019-12-02"
"2703","2019-11-07"
"2704","2019-03-20"
"2705","2019-04-18"
"2706","2019-09-28"
"2707","2019-04-09"
"2708","2019-01-06"
"2709","2019-04-13"
"2710","2019-09-20"
"2711","2019-04-13"
"2712","2019-07-16"
"2713","2019-10-14"
"2714","2019-06-25"
"2715","2019-10-07"
"2716","2019-05-03"
"2717","2019-11-20"
"2718","2019-06-22"
"2719","2019-10-11"
"2720","2019-10-25"
"2721","2019-09-30"
"2722","2019-09-09"
"2723","2019-04-20"
"2724","2019-02-25"
"2725","2019-05-15"
"2726","2019-03-04"
"2727","2019-11-11"
"2728","2019-09-27"
"2729","2019-05-25"
"2730","2019-08-09"
"2731","2019-07-01"
"2732","2019-10-22"
"2733","2019-06-18"
"2734","2019-09-28"
"2735","2019-11-13"
"2736","2019-09-26"
"2737","2019-10-07"
"2738","2019-09-17"
"2739","2019-01-22"
"2740","2019-04-22"
"2741","2019-09-19"
"2742","2019-02-05"
"2743","2019-12-19"
"2744","2019-07-10"
"2745","2019-09-29"
"2746","2019-05-20"
"2747","2019-06-21"
"2748","2019-10-30"
"2749","2019-02-10"
"2750","2019-04-18"
"2751","2019-09-10"
"2752","2019-11-11"
"2753","2019-02-01"
"2754","2019-03-19"
"2755","2019-06-22"
"2756","2019-12-18"
"2757","2019-04-08"
"2758","2019-02-12"
"2759","2019-08-22"
"2760","2019-05-26"
"2761","2019-10-29"
"2762","2019-10-04"
"2763","2019-10-30"
"2764","2019-11-06"
"2765","2019-04-06"
"2766","2019-05-19"
"2767","2019-02-18"
"2768","2019-01-27"
"2769","2019-03-18"
"2770","2019-02-06"
"2771","2019-07-09"
"2772","2019-10-11"
"2773","2019-02-09"
"2774","2019-11-14"
"2775","2019-01-20"
"2776","2019-10-02"
"2777","2019-05-25"
"2778","2019-05-08"
"2779","2019-11-25"
"2780","2019-10-24"
"2781","2019-05-10"
"2782","2019-12-03"
"2783","2019-12-21"
"2784","2019-10-06"
"2785","2019-01-13"
"2786","2019-03-07"
"2787","2019-12-21"
"2788","2019-03-31"
"2789","2019-11-10"
"2790","2019-04-19"
"2791","2019-06-11"
"2792","2019-06-18"
"2793","2019-02-27"
"2794","2019-01-28"
"2795","2019-08-13"
"2796","2019-08-13"
"2797","2019-01-15"
"2798","2019-09-16"
"2799","2019-09-05"
"2800","2019-04-06"
"2801","2019-06-21"
"2802","2019-08-17"
"2803","2019-06-10"
"2804","2019-01-09"
"2805","2019-09-13"
"2806","2019-03-31"
"2807","2019-10-22"
"2808","2019-09-16"
"2809","2019-08-15"
"2810","2019-06-29"
"2811","2019-04-20"
"2812","2019-02-15"
"2813","2019-12-10"
"2814","2019-10-17"
"2815","2019-11-13"
"2816","2019-05-06"
"2817","2019-09-24"
"2818","2019-07-19"
"2819","2019-08-06"
"2820","2019-07-03"
"2821","2019-02-05"
"2822","2019-07-03"
"2823","2019-04-02"
"2824","2019-02-13"
"2825","2019-08-16"
"2826","2019-08-21"
"2827","2019-04-24"
"2828","2019-10-11"
"2829","2019-08-04"
"2830","2019-05-12"
"2831","2019-11-03"
"2832","2019-11-22"
"2833","2019-12-28"
"2834","2019-10-09"
"2835","2019-05-24"
"2836","2019-01-20"
"2837","2019-05-26"
"2838","2019-12-16"
"2839","2019-02-21"
"2840","2019-02-24"
"2841","2019-02-12"
"2842","2019-03-23"
"2843","2019-07-05"
"2844","2019-11-03"
"2845","2019-06-12"
"2846","2019-05-22"
"2847","2019-12-18"
"2848","2019-07-20"
"2849","2019-04-13"
"2850","2019-01-20"
"2851","2019-05-22"
"2852","2019-11-25"
"2853","2019-03-30"
"2854","2019-07-07"
"2855","2019-09-12"
"2856","2019-12-31"
"2857","2019-02-01"
"2858","2019-01-14"
"2859","2019-03-15"
"2860","2019-12-15"
"2861","2019-04-08"
"2862","2019-11-28"
"2863","2019-11-20"
"2864","2019-11-06"
"2865","2019-07-12"
"2866","2019-02-10"
"2867","2019-10-24"
"2868","2019-12-10"
"2869","2019-08-10"
"2870","2019-07-23"
"2871","2019-09-21"
"2872","2019-08-15"
"2873","2019-05-03"
"2874","2019-03-31"
"2875","2019-09-18"
"2876","2019-09-19"
"2877","2019-03-08"
"2878","2019-12-15"
"2879","2019-03-18"
"2880","2019-05-16"
"2881","2019-12-15"
"2882","2019-10-12"
"2883","2019-10-19"
"2884","2019-11-05"
"2885","2019-04-25"
"2886","2019-03-11"
"2887","2019-11-15"
"2888","2019-07-06"
"2889","2019-10-06"
"2890","2019-06-10"
"2891","2019-10-21"
"2892","2019-10-04"
"2893","2019-11-02"
"2894","2019-01-14"
"2895","2019-02-24"
"2896","2019-01-11"
"2897","2019-11-26"
"2898","2019-07-12"
"2899","2019-06-13"
"2900","2019-03-29"
"2901","2019-06-18"
"2902","2019-10-12"
"2903","2019-08-22"
"2904","2019-11-19"
"2905","2019-04-03"
"2906","2019-03-18"
"2907","2019-12-28"
"2908","2019-08-12"
"2909","2019-06-18"
"2910","2019-11-12"
"2911","2019-01-28"
"2912","2019-03-13"
"2913","2019-11-01"
"2914","2019-01-14"
"2915","2019-11-10"
"2916","2019-10-30"
"2917","2019-05-15"
"2918","2019-03-28"
"2919","2019-09-07"
"2920","2019-07-17"
"2921","2019-11-28"
"2922","2019-04-06"
"2923","2019-07-23"
"2924","2019-02-07"
"2925","2019-04-17"
"2926","2019-09-15"
"2927","2019-06-24"
"2928","2019-09-10"
"2929","2019-03-22"
"2930","2019-10-19"
"2931","2019-11-15"
"2932","2019-11-15"
"2933","2019-02-26"
"2934","2019-09-03"
"2935","2019-12-22"
"2936","2019-03-29"
"2937","2019-04-27"
"2938","2019-09-13"
"2939","2019-07-18"
"2940","2019-08-31"
"2941","2019-07-08"
"2942","2019-05-14"
"2943","2019-02-22"
"2944","2019-06-10"
"2945","2019-07-23"
"2946","2019-05-29"
"2947","2019-04-26"
"2948","2019-06-10"
"2949","2019-12-09"
"2950","2019-12-04"
"2951","2019-05-13"
"2952","2019-10-08"
"2953","2019-12-31"
"2954","2019-08-02"
"2955","2019-10-24"
"2956","2019-10-06"
"2957","2019-10-04"
"2958","2019-12-19"
"2959","2019-07-17"
"2960","2019-02-14"
"2961","2019-04-18"
"2962","2019-03-08"
"2963","2019-07-18"
"2964","2019-11-04"
"2965","2019-02-02"
"2966","2019-04-22"
"2967","2019-01-18"
"2968","2019-06-18"
"2969","2019-07-10"
"2970","2019-03-23"
"2971","2019-10-12"
"2972","2019-09-21"
"2973","2019-12-05"
"2974","2019-09-17"
"2975","2019-05-25"
"2976","2019-01-25"
"2977","2019-08-09"
"2978","2019-12-31"
"2979","2019-07-06"
"2980","2019-03-22"
"2981","2019-12-10"
"2982","2019-08-07"
"2983","2019-12-22"
"2984","2019-03-06"
"2985","2019-07-15"
"2986","2019-03-06"
"2987","2019-07-28"
"2988","2019-08-17"
"2989","2019-02-07"
"2990","2019-12-17"
"2991","2019-09-15"
"2992","2019-11-12"
"2993","2019-12-06"
"2994","2019-01-30"
"2995","2019-03-24"
"2996","2019-10-12"
"2997","2019-11-29"
"2998","2019-12-03"
"2999","2019-08-20"
"3000","2019-03-21"
"3001","2019-04-16"
"3002","2020-01-01"
"3003","2019-04-06"
"3004","2019-08-14"
"3005","2019-08-14"
"3006","2019-02-24"
"3007","2019-10-15"
"3008","2019-12-21"
"3009","2019-01-15"
"3010","2019-12-29"
"3011","2019-02-14"
"3012","2019-03-15"
"3013","2019-05-11"
"3014","2019-09-09"
"3015","2019-08-29"
"3016","2019-03-20"
"3017","2019-10-18"
"3018","2019-07-03"
"3019","2019-05-10"
"3020","2019-05-08"
"3021","2019-10-06"
"3022","2019-09-02"
"3023","2019-09-18"
"3024","2020-01-01"
"3025","2019-01-04"
"3026","2019-07-01"
"3027","2019-03-04"
"3028","2019-09-22"
"3029","2019-01-25"
"3030","2019-08-29"
"3031","2019-06-18"
"3032","2019-08-10"
"3033","2019-06-22"
"3034","2019-12-14"
"3035","2019-09-11"
"3036","2020-01-01"
"3037","2019-07-23"
"3038","2019-03-01"
"3039","2019-10-17"
"3040","2019-10-30"
"3041","2019-06-11"
"3042","2019-10-10"
"3043","2019-01-28"
"3044","2019-04-03"
"3045","2019-02-01"
"3046","2019-12-23"
"3047","2019-06-14"
"3048","2019-02-12"
"3049","2019-05-06"
"3050","2019-02-10"
"3051","2019-01-24"
"3052","2019-03-01"
"3053","2019-10-19"
"3054","2019-02-13"
"3055","2019-12-03"
"3056","2019-02-03"
"3057","2019-02-12"
"3058","2019-09-26"
"3059","2019-11-03"
"3060","2019-11-06"
"3061","2019-11-14"
"3062","2019-04-08"
"3063","2019-12-13"
"3064","2019-08-02"
"3065","2019-01-13"
"3066","2019-08-22"
"3067","2019-10-01"
"3068","2019-11-15"
"3069","2019-02-19"
"3070","2019-09-14"
"3071","2019-02-19"
"3072","2019-09-25"
"3073","2019-02-16"
"3074","2019-06-04"
"3075","2019-06-12"
"3076","2019-01-02"
"3077","2019-10-01"
"3078","2019-05-16"
"3079","2019-12-13"
"3080","2019-02-05"
"3081","2019-01-23"
"3082","2019-02-01"
"3083","2019-12-01"
"3084","2019-03-14"
"3085","2019-09-30"
"3086","2019-11-07"
"3087","2019-02-18"
"3088","2020-01-01"
"3089","2019-06-07"
"3090","2019-12-23"
"3091","2019-12-05"
"3092","2019-07-20"
"3093","2019-03-21"
"3094","2019-04-12"
"3095","2019-12-03"
"3096","2019-12-16"
"3097","2019-08-22"
"3098","2019-09-16"
"3099","2019-08-02"
"3100","2019-10-08"
"3101","2019-03-28"
"3102","2019-06-02"
"3103","2019-10-22"
"3104","2019-08-05"
"3105","2019-08-19"
"3106","2019-08-12"
"3107","2019-07-25"
"3108","2019-08-09"
"3109","2019-06-17"
"3110","2019-11-29"
"3111","2019-07-15"
"3112","2019-05-13"
"3113","2019-09-14"
"3114","2019-05-04"
"3115","2019-10-02"
"3116","2019-05-22"
"3117","2019-06-30"
"3118","2019-05-16"
"3119","2019-11-10"
"3120","2019-09-20"
"3121","2019-11-11"
"3122","2019-02-11"
"3123","2019-10-08"
"3124","2019-06-25"
"3125","2019-03-03"
"3126","2019-10-05"
"3127","2019-11-07"
"3128","2019-01-20"
"3129","2019-04-03"
"3130","2019-04-09"
"3131","2019-11-13"
"3132","2019-05-31"
"3133","2019-05-04"
"3134","2019-05-25"
"3135","2019-05-26"
"3136","2019-11-17"
"3137","2019-07-10"
"3138","2019-08-21"
"3139","2019-09-07"
"3140","2019-05-20"
"3141","2019-04-17"
"3142","2019-12-26"
"3143","2019-04-14"
"3144","2019-12-06"
"3145","2019-09-23"
"3146","2019-12-18"
"3147","2019-09-02"
"3148","2019-12-26"
"3149","2019-11-01"
"3150","2019-01-22"
"3151","2019-10-20"
"3152","2019-06-29"
"3153","2019-10-25"
"3154","2019-08-31"
"3155","2019-07-20"
"3156","2019-09-02"
"3157","2019-10-12"
"3158","2019-02-13"
"3159","2019-11-24"
"3160","2019-06-22"
"3161","2019-07-05"
"3162","2019-03-20"
"3163","2019-03-24"
"3164","2019-03-29"
"3165","2019-03-17"
"3166","2019-01-11"
"3167","2019-06-22"
"3168","2019-07-17"
"3169","2019-06-13"
"3170","2019-07-11"
"3171","2019-02-03"
"3172","2019-02-06"
"3173","2019-11-12"
"3174","2019-09-12"
"3175","2019-10-27"
"3176","2019-01-22"
"3177","2019-02-01"
"3178","2019-04-17"
"3179","2019-01-12"
"3180","2019-07-24"
"3181","2019-02-18"
"3182","2019-09-06"
"3183","2019-01-09"
"3184","2019-05-27"
"3185","2019-01-27"
"3186","2019-01-02"
"3187","2019-08-16"
"3188","2019-10-18"
"3189","2019-10-06"
"3190","2019-08-14"
"3191","2019-02-18"
"3192","2019-08-15"
"3193","2019-07-10"
"3194","2019-01-19"
"3195","2019-05-26"
"3196","2019-05-15"
"3197","2019-05-17"
"3198","2019-12-03"
"3199","2019-11-25"
"3200","2019-07-04"
"3201","2019-02-21"
"3202","2019-07-18"
"3203","2019-05-05"
"3204","2019-06-20"
"3205","2019-11-17"
"3206","2019-10-04"
"3207","2019-06-14"
"3208","2019-09-15"
"3209","2019-10-26"
"3210","2019-02-03"
"3211","2019-08-28"
"3212","2019-07-08"
"3213","2019-02-06"
"3214","2019-11-10"
"3215","2019-12-23"
"3216","2019-06-26"
"3217","2019-05-05"
"3218","2019-03-16"
"3219","2019-08-15"
"3220","2019-09-21"
"3221","2019-11-18"
"3222","2019-04-03"
"3223","2019-03-10"
"3224","2019-04-01"
"3225","2019-01-05"
"3226","2019-12-18"
"3227","2019-09-12"
"3228","2019-10-28"
"3229","2019-12-12"
"3230","2019-04-24"
"3231","2019-04-09"
"3232","2019-02-12"
"3233","2019-05-29"
"3234","2019-08-31"
"3235","2019-02-08"
"3236","2019-04-12"
"3237","2019-03-11"
"3238","2020-01-01"
"3239","2019-03-19"
"3240","2019-02-25"
"3241","2019-12-27"
"3242","2019-05-19"
"3243","2019-09-08"
"3244","2019-04-04"
"3245","2019-12-19"
"3246","2019-02-16"
"3247","2019-05-02"
"3248","2019-11-03"
"3249","2019-05-06"
"3250","2019-07-02"
"3251","2019-04-27"
"3252","2019-03-31"
"3253","2019-11-14"
"3254","2019-02-01"
"3255","2019-12-28"
"3256","2019-09-14"
"3257","2019-04-05"
"3258","2019-11-22"
"3259","2019-07-30"
"3260","2019-03-31"
"3261","2019-05-04"
"3262","2019-11-22"
"3263","2019-01-12"
"3264","2019-04-12"
"3265","2019-11-08"
"3266","2019-05-09"
"3267","2019-03-14"
"3268","2019-08-07"
"3269","2019-10-04"
"3270","2019-10-27"
"3271","2019-11-13"
"3272","2019-09-28"
"3273","2019-10-21"
"3274","2019-08-24"
"3275","2019-01-14"
"3276","2019-02-21"
"3277","2019-05-13"
"3278","2019-07-15"
"3279","2019-02-19"
"3280","2019-04-04"
"3281","2019-01-18"
"3282","2019-08-01"
"3283","2019-04-09"
"3284","2019-02-22"
"3285","2019-09-07"
"3286","2019-07-26"
"3287","2019-01-27"
"3288","2019-01-10"
"3289","2019-10-04"
"3290","2019-11-25"
"3291","2019-06-22"
"3292","2019-09-09"
"3293","2019-02-25"
"3294","2019-10-02"
"3295","2019-08-30"
"3296","2019-05-14"
"3297","2019-07-05"
"3298","2019-04-26"
"3299","2019-10-13"
"3300","2019-08-19"
"3301","2019-01-28"
"3302","2019-03-26"
"3303","2019-02-25"
"3304","2019-05-16"
"3305","2019-03-19"
"3306","2019-07-09"
"3307","2019-11-30"
"3308","2019-01-27"
"3309","2019-10-18"
"3310","2019-05-08"
"3311","2019-10-31"
"3312","2019-06-29"
"3313","2019-07-24"
"3314","2019-07-05"
"3315","2019-01-13"
"3316","2019-05-10"
"3317","2019-10-24"
"3318","2019-10-05"
"3319","2019-02-11"
"3320","2019-09-28"
"3321","2019-12-19"
"3322","2019-03-27"
"3323","2019-04-05"
"3324","2019-08-31"
"3325","2019-08-10"
"3326","2019-01-08"
"3327","2019-05-15"
"3328","2019-10-21"
"3329","2019-10-12"
"3330","2019-05-25"
"3331","2019-08-14"
"3332","2019-06-17"
"3333","2019-08-21"
"3334","2019-03-18"
"3335","2019-05-23"
"3336","2019-09-22"
"3337","2019-04-05"
"3338","2019-05-03"
"3339","2019-03-25"
"3340","2019-09-12"
"3341","2019-03-22"
"3342","2019-04-30"
"3343","2019-08-09"
"3344","2019-01-31"
"3345","2019-01-07"
"3346","2019-04-09"
"3347","2019-07-18"
"3348","2019-07-27"
"3349","2019-07-15"
"3350","2019-08-02"
"3351","2019-09-11"
"3352","2019-10-11"
"3353","2019-03-29"
"3354","2019-07-03"
"3355","2019-05-05"
"3356","2019-06-04"
"3357","2019-07-13"
"3358","2019-04-07"
"3359","2019-11-16"
"3360","2019-03-04"
"3361","2019-04-05"
"3362","2019-01-09"
"3363","2019-01-31"
"3364","2019-12-21"
"3365","2019-05-05"
"3366","2019-02-02"
"3367","2019-05-13"
"3368","2019-06-30"
"3369","2019-10-06"
"3370","2019-03-20"
"3371","2019-06-13"
"3372","2019-07-30"
"3373","2019-06-28"
"3374","2019-02-12"
"3375","2019-06-03"
"3376","2019-06-29"
"3377","2019-12-18"
"3378","2019-04-07"
"3379","2019-11-29"
"3380","2019-02-23"
"3381","2019-07-11"
"3382","2019-03-09"
"3383","2019-01-12"
"3384","2019-12-13"
"3385","2019-07-17"
"3386","2019-09-15"
"3387","2019-02-15"
"3388","2019-06-02"
"3389","2019-03-08"
"3390","2019-03-15"
"3391","2019-11-28"
"3392","2019-11-09"
"3393","2019-07-01"
"3394","2019-03-31"
"3395","2019-07-09"
"3396","2019-07-21"
"3397","2019-08-31"
"3398","2019-01-22"
"3399","2019-10-19"
"3400","2019-04-29"
"3401","2019-04-19"
"3402","2019-04-11"
"3403","2019-07-04"
"3404","2019-03-23"
"3405","2019-10-29"
"3406","2019-09-13"
"3407","2019-02-28"
"3408","2019-10-16"
"3409","2019-08-14"
"3410","2019-10-19"
"3411","2019-01-05"
"3412","2019-04-22"
"3413","2019-12-16"
"3414","2019-06-13"
"3415","2019-09-24"
"3416","2019-11-22"
"3417","2019-07-23"
"3418","2019-08-24"
"3419","2019-10-20"
"3420","2019-08-20"
"3421","2019-09-14"
"3422","2019-11-21"
"3423","2019-10-15"
"3424","2019-05-07"
"3425","2019-04-12"
"3426","2019-07-18"
"3427","2019-10-20"
"3428","2019-04-29"
"3429","2019-11-22"
"3430","2019-03-21"
"3431","2019-08-22"
"3432","2019-01-05"
"3433","2019-09-27"
"3434","2019-07-07"
"3435","2019-04-29"
"3436","2019-04-16"
"3437","2019-09-20"
"3438","2019-04-01"
"3439","2019-04-14"
"3440","2019-05-16"
"3441","2019-04-22"
"3442","2019-12-21"
"3443","2019-08-21"
"3444","2019-02-28"
"3445","2019-08-16"
"3446","2019-08-24"
"3447","2019-10-15"
"3448","2019-07-04"
"3449","2019-03-17"
"3450","2019-10-05"
"3451","2019-05-17"
"3452","2019-10-29"
"3453","2019-03-06"
"3454","2019-07-17"
"3455","2019-09-06"
"3456","2019-12-16"
"3457","2019-05-07"
"3458","2019-11-29"
"3459","2019-06-15"
"3460","2019-10-02"
"3461","2019-04-18"
"3462","2019-06-22"
"3463","2019-04-07"
"3464","2019-09-25"
"3465","2019-02-05"
"3466","2019-10-23"
"3467","2019-07-16"
"3468","2019-02-11"
"3469","2019-09-26"
"3470","2019-12-28"
"3471","2019-12-10"
"3472","2019-01-28"
"3473","2019-08-05"
"3474","2019-03-01"
"3475","2019-01-16"
"3476","2019-06-13"
"3477","2019-10-06"
"3478","2019-02-03"
"3479","2019-06-02"
"3480","2019-07-30"
"3481","2019-06-03"
"3482","2019-05-05"
"3483","2019-08-13"
"3484","2019-04-19"
"3485","2019-05-29"
"3486","2019-10-27"
"3487","2019-03-16"
"3488","2019-08-11"
"3489","2019-03-31"
"3490","2019-11-06"
"3491","2019-03-04"
"3492","2019-06-14"
"3493","2019-02-11"
"3494","2019-01-06"
"3495","2019-07-02"
"3496","2019-04-16"
"3497","2019-10-01"
"3498","2019-10-18"
"3499","2019-08-12"
"3500","2019-07-10"
"3501","2019-03-22"
"3502","2019-04-06"
"3503","2019-09-14"
"3504","2019-09-24"
"3505","2019-03-01"
"3506","2019-03-14"
"3507","2019-08-06"
"3508","2019-06-04"
"3509","2019-09-07"
"3510","2019-08-28"
"3511","2019-07-20"
"3512","2019-04-28"
"3513","2019-08-07"
"3514","2019-05-18"
"3515","2019-04-29"
"3516","2019-01-10"
"3517","2019-08-01"
"3518","2019-05-10"
"3519","2019-07-23"
"3520","2019-02-18"
"3521","2019-10-30"
"3522","2019-03-13"
"3523","2019-06-15"
"3524","2019-09-18"
"3525","2019-08-24"
"3526","2019-07-09"
"3527","2019-01-18"
"3528","2019-01-23"
"3529","2019-10-20"
"3530","2019-01-18"
"3531","2019-04-26"
"3532","2019-11-05"
"3533","2019-04-22"
"3534","2019-07-02"
"3535","2019-04-19"
"3536","2019-02-25"
"3537","2019-05-07"
"3538","2019-09-12"
"3539","2019-11-28"
"3540","2019-04-11"
"3541","2019-02-09"
"3542","2019-03-31"
"3543","2019-02-28"
"3544","2019-06-27"
"3545","2019-08-07"
"3546","2019-04-19"
"3547","2019-04-02"
"3548","2019-01-07"
"3549","2019-09-05"
"3550","2019-03-21"
"3551","2019-08-02"
"3552","2019-12-09"
"3553","2019-08-05"
"3554","2019-12-28"
"3555","2019-11-01"
"3556","2019-12-05"
"3557","2019-05-20"
"3558","2019-06-05"
"3559","2019-05-15"
"3560","2019-11-22"
"3561","2019-09-11"
"3562","2019-08-26"
"3563","2019-02-19"
"3564","2019-11-03"
"3565","2019-02-21"
"3566","2019-12-24"
"3567","2019-07-04"
"3568","2019-12-20"
"3569","2019-07-19"
"3570","2019-02-24"
"3571","2019-07-26"
"3572","2019-09-23"
"3573","2019-07-01"
"3574","2019-12-22"
"3575","2019-09-06"
"3576","2019-10-13"
"3577","2019-02-01"
"3578","2019-10-11"
"3579","2019-12-27"
"3580","2019-07-03"
"3581","2019-07-07"
"3582","2019-10-03"
"3583","2019-06-28"
"3584","2019-12-28"
"3585","2019-04-13"
"3586","2019-01-05"
"3587","2019-01-13"
"3588","2019-03-31"
"3589","2019-09-24"
"3590","2019-08-21"
"3591","2019-11-17"
"3592","2019-04-06"
"3593","2019-11-05"
"3594","2019-09-18"
"3595","2019-02-13"
"3596","2019-09-03"
"3597","2019-07-27"
"3598","2019-08-04"
"3599","2019-07-09"
"3600","2019-02-26"
"3601","2019-11-16"
"3602","2019-10-06"
"3603","2019-05-29"
"3604","2019-08-24"
"3605","2019-02-12"
"3606","2019-08-13"
"3607","2019-09-21"
"3608","2019-08-16"
"3609","2019-01-06"
"3610","2019-08-29"
"3611","2019-06-12"
"3612","2019-12-07"
"3613","2019-03-17"
"3614","2019-01-19"
"3615","2019-03-26"
"3616","2019-12-12"
"3617","2019-02-15"
"3618","2019-08-26"
"3619","2019-05-29"
"3620","2019-11-24"
"3621","2019-02-21"
"3622","2019-10-31"
"3623","2019-04-14"
"3624","2019-05-06"
"3625","2019-09-16"
"3626","2019-10-30"
"3627","2019-08-09"
"3628","2019-07-15"
"3629","2019-08-08"
"3630","2019-08-10"
"3631","2019-08-14"
"3632","2019-08-29"
"3633","2019-06-02"
"3634","2019-07-27"
"3635","2019-03-12"
"3636","2019-12-15"
"3637","2019-09-27"
"3638","2019-12-11"
"3639","2019-06-14"
"3640","2019-10-12"
"3641","2019-08-22"
"3642","2019-03-12"
"3643","2019-09-19"
"3644","2019-11-24"
"3645","2019-09-26"
"3646","2019-05-11"
"3647","2019-09-09"
"3648","2019-02-06"
"3649","2019-06-01"
"3650","2019-09-24"
"3651","2019-03-15"
"3652","2019-02-25"
"3653","2019-06-16"
"3654","2019-12-03"
"3655","2019-01-18"
"3656","2019-05-09"
"3657","2019-11-03"
"3658","2019-05-06"
"3659","2019-03-11"
"3660","2019-01-27"
"3661","2019-04-27"
"3662","2019-01-05"
"3663","2019-03-18"
"3664","2019-02-18"
"3665","2019-04-24"
"3666","2019-01-20"
"3667","2019-08-26"
"3668","2019-01-12"
"3669","2019-07-29"
"3670","2019-12-03"
"3671","2019-01-15"
"3672","2019-07-01"
"3673","2019-10-25"
"3674","2019-01-01"
"3675","2019-08-29"
"3676","2019-02-18"
"3677","2019-10-05"
"3678","2019-01-01"
"3679","2019-07-12"
"3680","2019-10-27"
"3681","2019-11-16"
"3682","2019-11-26"
"3683","2019-11-10"
"3684","2019-08-25"
"3685","2019-06-28"
"3686","2019-11-26"
"3687","2019-04-22"
"3688","2019-09-11"
"3689","2019-05-09"
"3690","2019-08-26"
"3691","2019-06-30"
"3692","2019-02-18"
"3693","2019-12-21"
"3694","2019-05-23"
"3695","2019-02-04"
"3696","2019-12-17"
"3697","2019-07-16"
"3698","2019-12-20"
"3699","2019-04-04"
"3700","2019-02-22"
"3701","2019-09-30"
"3702","2019-12-24"
"3703","2019-01-20"
"3704","2019-05-30"
"3705","2019-07-09"
"3706","2019-09-21"
"3707","2019-03-02"
"3708","2019-03-02"
"3709","2019-07-03"
"3710","2019-08-31"
"3711","2019-03-04"
"3712","2019-10-20"
"3713","2019-09-07"
"3714","2019-12-01"
"3715","2019-05-17"
"3716","2019-05-03"
"3717","2019-02-24"
"3718","2019-04-08"
"3719","2019-04-19"
"3720","2019-11-10"
"3721","2019-09-21"
"3722","2019-01-18"
"3723","2019-11-29"
"3724","2019-04-04"
"3725","2019-05-26"
"3726","2019-06-09"
"3727","2019-08-11"
"3728","2019-01-22"
"3729","2019-09-22"
"3730","2019-10-24"
"3731","2019-07-14"
"3732","2019-11-19"
"3733","2019-12-19"
"3734","2019-02-01"
"3735","2019-03-18"
"3736","2019-10-02"
"3737","2019-09-13"
"3738","2019-09-24"
"3739","2019-06-16"
"3740","2019-04-06"
"3741","2019-04-22"
"3742","2019-02-21"
"3743","2019-07-24"
"3744","2019-12-29"
"3745","2019-05-19"
"3746","2019-01-23"
"3747","2019-10-02"
"3748","2019-08-09"
"3749","2019-05-09"
"3750","2019-05-14"
"3751","2019-12-26"
"3752","2019-12-21"
"3753","2019-06-26"
"3754","2019-04-03"
"3755","2019-06-16"
"3756","2019-06-12"
"3757","2019-04-03"
"3758","2019-02-04"
"3759","2019-12-16"
"3760","2019-05-28"
"3761","2019-12-27"
"3762","2019-06-08"
"3763","2019-12-23"
